,Year,AG.LND.AGRI.K2,AG.LND.AGRI.ZS,TM.VAL.AGRI.ZS.UN,Country Code,Country Name,Region,Income Group,Lending Type
0,2016,3426020,44.5399257932,0.7045529769000001,AUS,Australia,East Asia & Pacific,High income,Not classified
1,2016,580500,6.4747551472,0.9210412471,CAN,Canada,North America,High income,Not classified
2,2016,5285529,56.0816654068,3.4766787099,CHN,China,East Asia & Pacific,Upper middle income,IBRD
3,2016,166570,47.6786123197,1.42970591,DEU,Germany,Europe & Central Asia,High income,Not classified
4,2016,1796740,60.4313885086,2.049439689,IND,India,South Asia,Lower middle income,IBRD
5,2016,4052646,44.3037053071,0.9623511841000001,USA,United States,North America,High income,Not classified
